,Wine_Index,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,name
3023,3023,white,7.0,0.45,0.34,19.8,0.04,12.0,67.0,0.9976,3.07,0.38,11.0,6,'TRüthen-Xumen Riesling 2022'
3024,3024,white,7.0,0.13,0.37,12.85,0.042,36.0,105.0,0.99581,3.05,0.55,10.7,6,'Ger Trecaco'
3025,3025,white,5.4,0.22,0.29,1.2,0.045,69.0,152.0,0.99178,3.76,0.63,11.0,7,'Vet'
3026,3026,white,8.4,0.22,0.3,8.9,0.024,17.0,118.0,0.99456,2.99,0.34,10.5,6,'Scet Gerdreris 2019'
3027,3027,white,7.4,0.32,0.22,11.7,0.035,44.0,150.0,0.99578,3.1,0.45,10.4,5,'Fâtes Maute Riesling 2021'
3028,3028,white,7.5,0.18,0.37,6.2,0.05,21.0,138.0,0.99546,3.2,0.55,10.5,6,'Sad 2012'
3029,3029,white,7.1,0.47,0.29,14.8,0.024,22.0,142.0,0.99518,3.12,0.48,12.0,8,'UdNGrigpes SIAmret Sauvignonnay 2019'
3030,3030,white,7.1,0.47,0.29,14.8,0.024,22.0,142.0,0.99518,3.12,0.48,12.0,8,'Hotton Bland Chilen Berren Rand Cruwino'
3031,3031,white,5.8,0.19,0.25,10.8,0.042,33.0,124.0,0.99646,3.22,0.41,9.2,6,'KJöítäcte Pinot Grand Crecton Brubling'
3032,3032,white,6.7,0.14,0.46,1.6,0.036,15.0,92.0,0.99264,3.37,0.49,10.9,5,'Ax'
3033,3033,white,6.8,0.24,0.38,8.3,0.045,50.0,185.0,0.99578,3.15,0.5,9.5,6,'Rotry White Blancs Rivé white-wine'
3034,3034,white,6.9,0.25,0.47,8.4,0.042,36.0,156.0,0.99604,3.15,0.55,9.4,6,"""Zell D'O"""
3035,3035,white,6.0,0.24,0.33,2.5,0.026,31.0,85.0,0.99014,3.13,0.5,11.3,7,'Is Seltess Chardonnay 2019'
3036,3036,white,6.8,0.29,0.34,3.5,0.054,26.0,189.0,0.99489,3.42,0.58,10.4,5,'HSplassse Drg'
3037,3037,white,6.3,0.33,0.42,17.2,0.037,57.0,170.0,0.99884,3.26,0.57,9.4,6,'Lã-Léón Henchinor Chardonnay 2018'
3038,3038,white,6.5,0.23,0.45,2.1,0.027,43.0,104.0,0.99054,3.02,0.52,11.3,6,"""Tmeyher'n Q0morinar Hastean Crand Chardonnay Chabli"""
3039,3039,white,6.3,0.27,0.29,12.2,0.044,59.0,196.0,0.99782,3.14,0.4,8.8,6,'Ad4 VQA'
3040,3040,white,6.3,0.2,0.37,11.8,0.045,58.0,130.0,0.99519,3.2,0.35,10.8,5,'FStranin VQ1'
3041,3041,white,6.2,0.33,0.41,16.8,0.037,58.0,173.0,0.99882,3.25,0.57,9.4,6,'VQA'
3042,3042,white,6.3,0.33,0.42,17.2,0.037,57.0,170.0,0.99884,3.26,0.57,9.4,6,'PDonie Gawntaut CDäcet Samiering Org Marson Ancoina'
3043,3043,white,7.2,0.21,1.0,1.1,0.154,46.0,114.0,0.9931,2.95,0.43,9.2,6,'IÁpert Brack Culley 2028'
3044,3044,white,6.0,0.27,0.3,14.7,0.044,15.0,144.0,0.99666,3.12,0.53,10.3,6,'Des Bluch whielle Sparkling Ves Chenil Blanc'
3045,3045,white,5.7,0.12,0.26,5.5,0.034,21.0,99.0,0.99324,3.09,0.57,9.9,6,'GÁvett Sauvignon Blanc 2022'
3046,3046,white,6.9,0.24,0.37,6.1,0.027,38.0,112.0,0.99086,3.19,0.34,12.4,6,'HGpiner 2020'
3047,3047,white,7.7,0.18,0.53,1.2,0.041,42.0,167.0,0.9908,3.11,0.44,11.9,5,'D'
3048,3048,white,7.1,0.17,0.43,1.3,0.023,33.0,132.0,0.99067,3.11,0.56,11.7,6,'C19'
3049,3049,white,7.5,0.33,0.38,8.7,0.126,49.0,199.0,0.99711,2.98,0.57,9.4,5,'I-DDO 2002'
3050,3050,white,6.2,0.255,0.24,1.7,0.039,138.5,272.0,0.99452,3.53,0.53,9.6,4,'L#C20'
3051,3051,white,7.5,0.33,0.38,8.7,0.126,49.0,199.0,0.99711,2.98,0.57,9.4,5,'Hest Astabbeck Léties Baurgngnt Berner Chardont'
3052,3052,white,5.6,0.2,0.66,10.2,0.043,78.0,175.0,0.9945,2.98,0.43,10.4,7,'S-Mechers Bry Weute Vena'
3053,3053,white,7.6,0.17,0.36,4.5,0.042,26.0,102.0,0.99427,3.09,0.47,9.5,5,"""HInnat Saynin' 2021"""
3054,3054,white,5.8,0.15,0.31,5.9,0.036,7.0,73.0,0.99152,3.2,0.43,11.9,6,'X2221'
3055,3055,white,6.3,0.25,0.44,1.7,0.024,36.0,116.0,0.98935,3.18,0.4,12.5,6,'Almy Thewiore'
3056,3056,white,6.9,0.28,0.41,1.4,0.016,6.0,55.0,0.98876,3.16,0.4,13.4,5,'Zchatt Raserver 2021'
3057,3057,white,7.2,0.27,0.37,5.4,0.026,27.0,114.0,0.99174,3.13,0.84,12.7,5,'QAD'
3058,3058,white,6.2,0.25,0.38,7.9,0.045,54.0,208.0,0.99572,3.17,0.46,9.1,5,'Pinior DOCG Housling 2022'
3059,3059,white,8.5,0.19,0.48,1.1,0.026,23.0,58.0,0.99184,2.9,0.5,10.5,6,'FJques 2020'
3060,3060,white,6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,3.19,0.7,10.4,5,'Zleume Seuvingnen 2022'
3061,3061,white,6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,3.19,0.7,10.4,5,'QA'
3062,3062,white,6.8,0.28,0.43,7.6,0.03,30.0,110.0,0.99164,3.08,0.59,12.5,8,'Efbret Zrumich Duy Mavre Dovani Couriñ Reserve Char'
3063,3063,white,6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,3.19,0.7,10.4,5,"""Bt's Brute DOC Cuvre Niessem-wine 2021"""
3064,3064,white,7.4,0.21,0.8,12.3,0.038,77.0,183.0,0.99778,2.95,0.48,9.0,5,'Dgo Vicel'
3065,3065,white,7.0,0.15,0.38,15.3,0.045,54.0,120.0,0.9975,3.18,0.42,9.8,6,'Wé Reselas Estagion Brung Riesling 2020'
3066,3066,white,7.4,0.21,0.8,12.3,0.038,77.0,183.0,0.99778,2.95,0.48,9.0,5,'Oì8'
3067,3067,white,7.3,0.28,0.42,1.2,0.033,29.0,142.0,0.99205,3.17,0.43,10.7,4,'KFâchaklis Vegne'
3068,3068,white,6.1,0.18,0.38,2.3,0.033,28.0,111.0,0.98962,3.16,0.49,12.4,6,'KHXigno Brut'
3069,3069,white,7.0,0.53,0.43,6.1,0.029,6.0,76.0,0.99118,3.08,0.5,12.5,8,'Sagno 2021'
3070,3070,white,6.8,0.28,0.43,7.6,0.03,30.0,110.0,0.99164,3.08,0.59,12.5,8,'Un Hagkling Reserver 1ÖWW Stoue Ae Chardinnay de Br'
3071,3071,white,6.5,0.36,0.38,10.2,0.028,20.0,82.0,0.99274,3.1,0.43,12.1,7,'M'
3072,3072,white,7.5,0.25,0.47,4.1,0.041,95.0,163.0,0.99184,2.92,0.59,11.3,6,'Dàurgenn Belk Rosé Cewrien Kerausxerzt Roude Sparks'
3073,3073,white,6.7,0.24,0.41,2.9,0.039,48.0,122.0,0.99052,3.25,0.43,12.0,5,'T885'
3074,3074,white,6.6,0.25,0.33,8.5,0.042,29.0,141.0,0.99546,3.28,0.6,10.4,5,'QAgChawürzt Morinat Owtat Crut Sauvignon Blanc'
3075,3075,white,6.4,0.15,0.4,1.5,0.042,23.0,87.0,0.98972,3.11,0.46,12.2,7,'Cou'
3076,3076,white,6.3,0.28,0.3,3.1,0.039,24.0,115.0,0.9942,3.05,0.43,8.6,5,'Cqut Pino'
3077,3077,white,6.2,0.25,0.38,7.9,0.045,54.0,208.0,0.99572,3.17,0.46,9.1,5,'Q)'
3078,3078,white,7.1,0.28,0.35,3.5,0.028,35.0,91.0,0.99022,2.96,0.33,12.1,5,'K7r Singes Souvienin Blanc 2022'
3079,3079,white,6.6,0.35,0.34,4.9,0.032,9.0,125.0,0.99253,3.32,0.81,12.0,5,'XKâterg Rosces Vérile Sauvignon Blanc 2021'
3080,3080,white,8.5,0.19,0.48,1.1,0.026,23.0,58.0,0.99184,2.9,0.5,10.5,6,'DO9OÄ'
3081,3081,white,6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,3.19,0.7,10.4,5,'Grian Neaurs Cerblissen Welerviwnot Blanc'
3082,3082,white,6.0,0.35,0.51,1.2,0.029,10.0,102.0,0.9903,3.46,0.42,11.9,6,'CFöxlsri Riemling 2020'
3083,3083,white,5.8,0.31,0.32,4.5,0.024,28.0,94.0,0.98906,3.25,0.52,13.7,7,'Fpafwine Hofrourt Brut 2021'
3084,3084,white,6.6,0.17,0.35,2.6,0.03,33.0,78.0,0.99146,3.22,0.72,11.3,6,'RMonte Villssmanig'
3085,3085,white,8.5,0.23,0.4,9.9,0.036,24.0,88.0,0.9951,3.02,0.42,10.5,6,'InWhist Sparkling Chardonnay 2022'
3086,3086,white,5.8,0.31,0.32,4.5,0.024,28.0,94.0,0.98906,3.25,0.52,13.7,7,'X197'
3087,3087,white,6.1,0.2,0.34,9.5,0.041,38.0,201.0,0.995,3.14,0.44,10.1,3,'VA'
3088,3088,white,6.3,0.37,0.37,1.5,0.024,12.0,76.0,0.98876,2.94,0.39,12.3,6,'T2012'
3089,3089,white,6.2,0.36,0.38,3.2,0.031,20.0,89.0,0.98956,3.06,0.33,12.0,7,'QGrald Speres dus Perilys Qeive Viney VQA'
3090,3090,white,6.6,0.17,0.35,2.6,0.03,33.0,78.0,0.99146,3.22,0.72,11.3,6,'SJARbrester Brug Blanc 2022'
3091,3091,white,6.3,0.28,0.47,11.2,0.04,61.0,183.0,0.99592,3.12,0.51,9.5,6,'TWhite'
3092,3092,white,7.6,0.27,0.52,3.2,0.043,28.0,152.0,0.99129,3.02,0.53,11.4,6,'GBvan Spervestiner 2019'
3093,3093,white,7.0,0.25,0.45,2.3,0.045,40.0,118.0,0.99064,3.16,0.48,11.9,7,'U2Whatio'
3094,3094,white,9.7,0.24,0.49,4.9,0.032,3.0,18.0,0.99368,2.85,0.54,10.0,6,'G Gri 2017'
3095,3095,white,9.7,0.24,0.49,4.9,0.032,3.0,18.0,0.99368,2.85,0.54,10.0,6,'FMérion Estrteau XGAch Canc 2026'
3096,3096,white,6.8,0.13,0.39,1.4,0.034,19.0,102.0,0.99121,3.23,0.6,11.3,7,"'Epferssand ,a Fillhofurto Wiles Copé Chardonnay 202'"
3097,3097,white,6.6,0.78,0.5,1.5,0.045,30.0,133.0,0.99104,3.25,0.48,11.7,5,'A1'
3098,3098,white,5.1,0.33,0.27,6.7,0.022,44.0,129.0,0.99221,3.36,0.39,11.0,7,'Ksöp-ley Plosecco Brut Cratich Extbertionse 2018'
3099,3099,white,6.7,0.34,0.4,2.1,0.033,34.0,111.0,0.98924,2.97,0.48,12.2,7,'PPîère Ridsting 2019'
3100,3100,white,6.7,0.14,0.51,4.3,0.028,57.0,124.0,0.99176,2.91,0.54,10.7,7,'Le di Bairge Chaslond Reservigan Blanc'
3101,3101,white,7.0,0.26,0.34,10.9,0.038,25.0,84.0,0.99432,3.11,0.34,10.9,6,'Agre Cros white-wine'
3102,3102,white,6.5,0.29,0.26,7.0,0.04,18.0,113.0,0.99366,3.17,0.38,10.2,6,'Lena Sauligno/Sparkling Raserva Sascioni 2021 Nrist'
3103,3103,white,7.0,0.25,0.45,2.3,0.045,40.0,118.0,0.99064,3.16,0.48,11.9,7,'Spévirgonnay 2021'
3104,3104,white,7.6,0.21,0.49,2.5,0.047,20.0,130.0,0.99178,3.15,0.48,11.1,5,'SS)021'
3105,3105,white,7.7,0.26,0.51,2.6,0.045,26.0,159.0,0.99126,3.0,0.5,11.2,6,'Cuttil Arvét'
3106,3106,white,7.6,0.27,0.52,3.2,0.043,28.0,152.0,0.99129,3.02,0.53,11.4,6,'DewCheri Vignosssteri Doginat 2020'
3107,3107,white,7.7,0.25,0.49,2.5,0.047,31.0,169.0,0.99252,3.07,0.57,10.6,6,'IN! Horé 2021'
3108,3108,white,7.6,0.35,0.46,14.7,0.047,33.0,151.0,0.99709,3.03,0.53,10.3,5,'Oxaro Rosé Kûxtray 902'
3109,3109,white,6.9,0.3,0.36,4.5,0.054,31.0,203.0,0.99513,3.4,0.57,10.4,4,'IQAX20'
3110,3110,white,6.7,0.24,0.46,2.2,0.033,19.0,111.0,0.99045,3.1,0.62,11.9,6,'Ghsin white-wine'
3111,3111,white,6.5,0.23,0.39,1.9,0.036,41.0,98.0,0.99,3.19,0.43,11.9,7,'ITTHK60217'
3112,3112,white,7.6,0.23,0.34,1.6,0.043,24.0,129.0,0.99305,3.12,0.7,10.4,5,'T0k Spe Gried Cuvéet Crut Boun Brut Riesling 2019'
3113,3113,white,6.5,0.24,0.39,17.3,0.052,22.0,126.0,0.99888,3.11,0.47,9.2,6,'Laniad White-winel 2013'
3114,3114,white,6.3,0.17,0.32,4.2,0.04,37.0,117.0,0.99182,3.24,0.43,11.3,6,'JK& Atrilinges Velleica Sanvitge Orramio'
3115,3115,white,6.3,0.17,0.32,4.2,0.04,37.0,117.0,0.99182,3.24,0.43,11.3,6,'Oc'
3116,3116,white,6.7,0.21,0.37,2.5,0.034,35.0,89.0,0.9913,3.25,0.5,11.0,7,'Edbles Chardonnay 2022'
3117,3117,white,6.5,0.23,0.39,1.9,0.036,41.0,98.0,0.99,3.19,0.43,11.9,7,'Tmesarder Chard Cra 2020'
3118,3118,white,5.9,0.28,0.39,1.4,0.031,47.0,147.0,0.98836,3.08,0.64,12.9,7,'YGsing Sacolinssifre Vinetars Brut Rée Neserit Ving'
3119,3119,white,5.9,0.19,0.37,0.8,0.027,3.0,21.0,0.9897,3.09,0.31,10.8,5,'Edniri Afsellajo du Ségne & Isenk Monter Pionocid V'
3120,3120,white,6.2,0.25,0.42,8.0,0.049,53.0,206.0,0.99586,3.16,0.47,9.1,6,'Want Sauvignon Blanc'
3121,3121,white,7.6,0.23,0.34,1.6,0.043,24.0,129.0,0.99305,3.12,0.7,10.4,5,'Ophastro Dry Rigi K Miantod Chardonnay 2019'
3122,3122,white,5.6,0.18,0.27,1.7,0.03,31.0,103.0,0.98892,3.35,0.37,12.9,6,'C6ôn'
3123,3123,white,5.5,0.18,0.22,5.5,0.037,10.0,86.0,0.99156,3.46,0.44,12.2,5,'O8Iì'
3124,3124,white,6.5,0.24,0.39,17.3,0.052,22.0,126.0,0.99888,3.11,0.47,9.2,6,'TRRieslinge Vindyarderu 2020'
3125,3125,white,7.4,0.23,0.38,8.6,0.052,41.0,150.0,0.99534,3.06,0.46,10.3,5,'JFKTGwint-wine'
3126,3126,white,7.2,0.17,0.37,6.9,0.059,47.0,128.0,0.99322,3.08,0.46,11.0,7,'Tôtttard Chardon Brunc 2020'
3127,3127,white,7.6,0.3,0.38,2.1,0.043,10.0,98.0,0.99296,3.17,0.65,11.0,5,'N1e Sparkling 2022'
3128,3128,white,5.0,0.24,0.21,2.2,0.039,31.0,100.0,0.99098,3.69,0.62,11.7,6,'Rermanio 2019'
3129,3129,white,6.1,0.21,0.38,1.5,0.039,37.0,122.0,0.98972,3.2,0.43,12.0,6,'Tìtek Rose white-wine'
3130,3130,white,6.5,0.33,0.38,2.5,0.047,30.0,148.0,0.98964,3.17,0.43,12.7,6,'Sätingo Sauvignon Blanc'
3131,3131,white,6.3,0.35,0.26,17.6,0.061,59.0,198.0,0.99918,3.11,0.49,8.8,5,'Ningio *r Chaf 2021'
3132,3132,white,6.3,0.17,0.32,4.2,0.04,37.0,117.0,0.99182,3.24,0.43,11.3,6,'Buxs Cané der Méria Brut 2019'
3133,3133,white,6.6,0.25,0.35,2.9,0.034,38.0,121.0,0.99008,3.19,0.4,12.8,6,'By De Cup Les Grimmini 2020'
3134,3134,white,6.5,0.16,0.33,4.8,0.043,45.0,114.0,0.992,3.18,0.44,11.2,6,'V0'
3135,3135,white,6.6,0.39,0.39,11.9,0.057,51.0,221.0,0.99851,3.26,0.51,8.9,6,'Zgnie Dül Riesenne Rieslicg 2016'
3136,3136,white,5.6,0.19,0.27,0.9,0.04,52.0,103.0,0.99026,3.5,0.39,11.2,5,'Norntyar Spinpauis Lostere'
3137,3137,white,6.2,0.25,0.39,1.3,0.051,42.0,135.0,0.9906,3.23,0.4,11.1,6,'Cotladi Quers 2017'
3138,3138,white,6.9,0.22,0.43,6.4,0.042,34.0,115.0,0.99293,3.05,0.51,10.8,6,'Higle Grigio DOA'
3139,3139,white,6.2,0.19,0.29,4.3,0.045,33.0,126.0,0.99658,3.18,0.42,9.3,6,'CRonard Pandet Sauvignen Bland Charon Do Chardonnay'
3140,3140,white,6.6,0.39,0.39,11.9,0.057,51.0,221.0,0.99851,3.26,0.51,8.9,6,'GIlles Ridelin Brut Spätletting Viosling'
3141,3141,white,5.9,0.33,0.32,8.1,0.038,9.0,34.0,0.9911,3.22,0.36,12.7,7,'Wy 2028'
3142,3142,white,7.8,0.17,0.5,1.3,0.045,35.0,140.0,0.9904,3.16,0.4,12.0,6,'Utgaron Gellsi Blanc DOC'
3143,3143,white,5.5,0.19,0.27,0.9,0.04,52.0,103.0,0.99026,3.5,0.39,11.2,5,'Ewdise 2018'
3144,3144,white,6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,3.23,0.43,8.8,6,'La Brut Riesling VQA 2019'
3145,3145,white,6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,3.23,0.43,8.8,6,'F'
3146,3146,white,6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,3.23,0.43,8.8,6,'J#6*986'
3147,3147,white,7.2,0.32,0.4,8.7,0.038,45.0,154.0,0.99568,3.2,0.47,10.4,6,'Sakding Reserve Pinott Grügit Brué Germa Orgent Cra'
3148,3148,white,6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,3.23,0.43,8.8,6,"'Gèrmar, Le8uromi Branc 2021'"
3149,3149,white,7.2,0.32,0.4,8.7,0.038,45.0,154.0,0.99568,3.2,0.47,10.4,6,'Prananc'
3150,3150,white,5.8,0.39,0.47,7.5,0.027,12.0,88.0,0.9907,3.38,0.45,14.0,6,'FDar)'
3151,3151,white,6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,3.23,0.43,8.8,6,'Y!err Rosé Sauvignon Blanc 2021'
3152,3152,white,7.6,0.25,1.23,4.6,0.035,51.0,294.0,0.99018,3.03,0.43,13.1,6,'U-st Madatew Gravduzter Ruié 2021'
3153,3153,white,5.8,0.29,0.33,3.7,0.029,30.0,88.0,0.98994,3.25,0.42,12.3,6,'Ijzfmey Chardonnayf Krgnit Che de Binuzt Evitise Ch'
3154,3154,white,7.2,0.4,0.38,2.2,0.03,40.0,109.0,0.99075,3.27,0.46,12.6,6,'G20'
3155,3155,white,6.8,0.39,0.34,7.4,0.02,38.0,133.0,0.99212,3.18,0.44,12.0,7,'D3#57 Blanc Grés Brut'
3156,3156,white,6.1,0.17,0.42,15.1,0.033,28.0,124.0,0.99684,2.87,0.47,9.5,5,'In Vineyarstine Blanc 2022'
3157,3157,white,6.8,0.39,0.34,7.4,0.02,38.0,133.0,0.99212,3.18,0.44,12.0,7,'T6G Côted Blit 2020'
3158,3158,white,7.1,0.36,0.37,4.8,0.019,39.0,114.0,0.99036,3.08,0.49,12.7,7,'Guite'
3159,3159,white,6.9,0.19,0.32,7.9,0.042,30.0,130.0,0.99456,3.4,0.39,10.5,6,'Líom Riesling 2018'
3160,3160,white,6.5,0.34,0.46,1.0,0.023,6.0,80.0,0.98865,3.15,0.54,12.9,6,'GLüntrof Chardonnay Roser 2021'
3161,3161,white,6.1,0.17,0.42,15.1,0.033,28.0,124.0,0.99684,2.87,0.47,9.5,5,'Thes Orgaine'
3162,3162,white,6.8,0.39,0.34,7.4,0.02,38.0,133.0,0.99212,3.18,0.44,12.0,7,'Bten Vecherdeg Da K Collechine Rieset'
3163,3163,white,7.1,0.36,0.37,4.8,0.019,39.0,114.0,0.99036,3.08,0.49,12.7,7,'CRéslian Seuvignon Blanc'
3164,3164,white,7.8,0.3,0.36,4.6,0.024,20.0,198.0,0.99222,3.06,0.66,11.9,6,'CSaut Cruüpbert 2020'
3165,3165,white,6.1,0.68,0.52,1.4,0.037,32.0,123.0,0.99022,3.24,0.45,12.0,6,'P'
3166,3166,white,5.2,0.34,0.37,6.2,0.031,42.0,133.0,0.99076,3.25,0.41,12.5,6,"""J'1! Loteny Estiel Peimin Nearriru Le Cla 2118"""
3167,3167,white,5.6,0.28,0.4,6.1,0.034,36.0,118.0,0.99144,3.21,0.43,12.1,7,'Gured Veuvagne 2021'
3168,3168,white,6.2,0.19,0.38,5.1,0.019,22.0,82.0,0.98961,3.05,0.36,12.5,6,'UTFifarde De Primion Fuislinge Rosé 2021'
3169,3169,white,5.7,0.16,0.26,6.3,0.043,28.0,113.0,0.9936,3.06,0.58,9.9,6,'VNal'
3170,3170,white,7.6,0.17,0.46,0.9,0.036,63.0,147.0,0.99126,3.02,0.41,10.7,6,'Squminer 2021'
3171,3171,white,7.3,0.2,0.39,2.3,0.048,24.0,87.0,0.99044,2.94,0.35,12.0,6,'E20'
3172,3172,white,6.7,0.33,0.36,6.6,0.042,34.0,116.0,0.99123,2.97,0.31,12.2,8,'Blonse Cônqustraure Brut Nemceriaux Dis Mentra Bian'
3173,3173,white,6.7,0.33,0.34,7.5,0.036,39.0,124.0,0.99123,2.99,0.32,12.4,8,'ZVèrabarmo 2021'
3174,3174,white,6.9,0.36,0.35,8.6,0.038,37.0,125.0,0.9916,3.0,0.32,12.4,8,'QA'
3175,3175,white,7.8,0.21,0.34,11.9,0.039,55.0,140.0,0.9959,3.02,0.31,10.3,6,'VQnture VPzteryer Brats HDad Primiter Chwilot-Morea'
3176,3176,white,7.3,0.2,0.39,2.3,0.048,24.0,87.0,0.99044,2.94,0.35,12.0,6,'WIClle Gepzion Piney Grigat Drganice 2021'
3177,3177,white,5.6,0.41,0.22,7.1,0.05,44.0,154.0,0.9931,3.3,0.4,10.5,5,'JA'
3178,3178,white,7.6,0.15,0.35,4.3,0.051,23.0,98.0,0.99422,3.1,0.44,9.5,6,'OGCar Chardonnay TeDr Orgigno 2020'
3179,3179,white,8.5,0.2,0.4,1.1,0.046,31.0,106.0,0.99194,3.0,0.35,10.5,4,'REímare 2021'
3180,3180,white,6.5,0.24,0.38,1.0,0.027,31.0,90.0,0.98926,3.24,0.36,12.3,6,'Láëg Chardonnay 2017'
3181,3181,white,8.3,0.16,0.37,7.9,0.025,38.0,107.0,0.99306,2.93,0.37,11.9,6,'Yy Whige Leg Cop & Clâtera Chardonnay 2O20'
3182,3182,white,5.5,0.12,0.33,1.0,0.038,23.0,131.0,0.99164,3.25,0.45,9.8,5,'Zyarr de Rodien Sadvignon Blanc'
3183,3183,white,6.5,0.24,0.38,1.0,0.027,31.0,90.0,0.98926,3.24,0.36,12.3,6,'UWú 2019'
3184,3184,white,6.2,0.1,0.41,1.0,0.04,17.0,76.0,0.98988,3.14,0.56,11.4,7,'ECvand Rhervinner 2019'
3185,3185,white,6.5,0.21,0.4,7.3,0.041,49.0,115.0,0.99268,3.21,0.43,11.0,6,'Tâkeen DOC Nontard Wentett Brut white-wine'
3186,3186,white,8.7,0.3,0.59,1.7,0.046,10.0,70.0,0.99373,3.06,0.56,10.8,4,'Rerile Teklin Deyu Chajionnay 2022'
3187,3187,white,6.7,0.18,0.37,1.3,0.027,42.0,125.0,0.98939,3.24,0.37,12.8,7,'L#NOvean'
3188,3188,white,7.0,0.17,0.36,6.4,0.055,42.0,123.0,0.99318,3.11,0.5,11.0,8,'Blarz 2016'
3189,3189,white,6.6,0.19,0.33,1.8,0.035,42.0,148.0,0.99196,3.15,0.36,10.2,5,'I GU)'
3190,3190,white,5.8,0.28,0.3,1.5,0.026,31.0,114.0,0.98952,3.32,0.6,12.5,7,'HBlanc 2021'
3191,3191,white,7.6,0.24,0.44,3.8,0.037,49.0,146.0,0.9911,3.06,0.37,11.6,6,'In43'
3192,3192,white,8.3,0.16,0.37,7.9,0.025,38.0,107.0,0.99306,2.93,0.37,11.9,6,'Nüsk Pinotter Branic 2022'
3193,3193,white,5.5,0.12,0.33,1.0,0.038,23.0,131.0,0.99164,3.25,0.45,9.8,5,'MÉ& Thriega Da Clahsesere Sirquva 2022'
3194,3194,white,5.7,0.16,0.32,1.2,0.036,7.0,89.0,0.99111,3.26,0.48,11.0,5,'Pviaux Ode Nos Grignoz 2021'
3195,3195,white,7.0,0.21,0.42,5.3,0.037,36.0,123.0,0.99321,3.14,0.52,10.9,6,'VQu Brut Court Arpaine Gird Huschire Chardonnay 201'
3196,3196,white,6.4,0.22,0.38,9.1,0.044,35.0,127.0,0.99326,2.97,0.3,11.0,7,'GRüreyar 2021'
3197,3197,white,7.9,0.34,0.44,6.5,0.027,47.0,126.0,0.99124,2.96,0.37,12.5,6,'Is Riesling Mioncidos Vigati Cind Riesling'
3198,3198,white,6.4,0.22,0.38,9.1,0.044,35.0,127.0,0.99326,2.97,0.3,11.0,7,'TBlis 1er Mrudi Selars 2021'
3199,3199,white,6.8,0.21,0.4,6.3,0.032,40.0,121.0,0.99214,3.18,0.53,12.0,7,'Cája Sauvignon Blan'
3200,3200,white,5.2,0.31,0.36,5.1,0.031,46.0,145.0,0.9897,3.14,0.31,12.4,7,'Spôte Gew'
3201,3201,white,7.9,0.34,0.44,6.5,0.027,47.0,126.0,0.99124,2.96,0.37,12.5,6,'Sót Joprianiel Verntate 2019'
3202,3202,white,5.6,0.42,0.34,2.4,0.022,34.0,97.0,0.98915,3.22,0.38,12.8,7,'Oèrtzinou Blatc'
3203,3203,white,6.4,0.22,0.38,9.1,0.044,35.0,127.0,0.99326,2.97,0.3,11.0,7,'Wy Sauvignon Blanc 2022'
3204,3204,white,6.8,0.28,0.34,7.5,0.035,34.0,177.0,0.99692,3.33,0.43,9.1,5,'F/Spuvinge'
3205,3205,white,6.8,0.45,0.36,5.0,0.033,28.0,156.0,0.991,3.11,0.4,12.4,7,'O3 2022'
3206,3206,white,6.6,0.29,0.39,6.75,0.031,22.0,98.0,0.9913,3.15,0.8,12.9,7,'Dí-winte Huritavi Brut'
3207,3207,white,6.8,0.21,0.42,1.2,0.045,24.0,126.0,0.99234,3.09,0.87,10.9,6,'P'
3208,3208,white,6.8,0.25,0.24,1.6,0.045,39.0,164.0,0.99402,3.53,0.58,10.8,5,'Ujn Rigs white-wine'
3209,3209,white,6.4,0.21,0.34,16.05,0.04,56.0,142.0,0.99678,3.11,0.38,10.6,5,'Pales Jexchine de Houies Chablos 2016'
3210,3210,white,5.8,0.33,0.23,5.0,0.053,29.0,106.0,0.99458,3.13,0.52,9.0,5,'Whent Reserve'
3211,3211,white,8.2,0.3,0.44,12.4,0.043,52.0,154.0,0.99452,3.04,0.33,12.0,6,'RPona Cralacco'
3212,3212,white,6.4,0.24,0.32,0.95,0.041,23.0,131.0,0.99033,3.25,0.35,11.8,5,'Wine De Do Berroure 2014'
3213,3213,white,7.5,0.18,0.45,4.6,0.041,67.0,158.0,0.9927,3.01,0.38,10.6,6,'Aklt Geintez Brigntt Riegling Minef 2020'
3214,3214,white,5.2,0.335,0.2,1.7,0.033,17.0,74.0,0.99002,3.34,0.48,12.3,6,'Furzy Vanneyur 2021'
3215,3215,white,7.1,0.14,0.33,1.0,0.104,20.0,54.0,0.99057,3.19,0.64,11.5,6,'Lüty Sauvignon Blanc'
3216,3216,white,7.2,0.13,0.46,1.3,0.044,48.0,111.0,0.99127,2.97,0.45,11.1,5,'CRos Riesling 2021'
